apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
5,base_link,0.7911458107400096,-0.2351987590740528,0.3855880622651389,0.8282498545908892,-0.2035925106787611,0.39553485994127957,0.8142745978596504,-0.25763428241069014,0.3578525561084628,0,0,0,0,0,0,0.8268507390237624,-0.2199470502799804,0.3640722589205208,0.8264163653002454,-0.2440894707490811,0.4171550176385909,7.239
