apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
25,base_link,0.8252246540669204,0.047820914426317626,0.4244798272068298,0.8336821809165433,-0.00932481740384842,0.4255694557849461,0.8237698869473686,0.007334451301391771,0.46121243350756624,0,0,0,0,0,0,0.8268407105566128,0.02605248433985461,0.4119731829176411,0.8447249869424829,0.020888613744227513,0.4725354440979568,7.68
