apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
6,base_link,0.4220624889233209,0.42698396628105445,0.48742159540243124,0.46162809991683235,0.3905002524335818,0.49283883387480376,0.46509245122261245,0.46026579980280097,0.5050591664555355,0,0,0,0,0,0,0.45959703434838856,0.43460797688005404,0.4768382435998735,0.4592736746458625,0.42695405931422725,0.5301428318548124,7.62
