apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
10,base_link,0.25841390324891556,0.5546351429953653,0.11873313348741091,0.2253912231613086,0.5454380692503066,0.097639869100509,0.2283382701176408,0.5949584981012366,0.07032796252245427,0,0,0,0,0,0,0.2312394295763986,0.5539872873460757,0.07734726635975622,0.26517163891862455,0.5820220834535708,0.10844090899402373,7.2
