apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
28,base_link,0.36603696103376876,0.6806437826429788,0.433676029842046,0.4051264356040736,0.6703105834470158,0.4158191968950874,0.38403902330508655,0.7251901760879031,0.43379517378404464,0,0,0,0,0,0,0.3897433313513949,0.69355415632437,0.4098145418230431,0.3966058087459995,0.691945648581128,0.4686513309958197,6.92
