apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
17,base_link,0.7173497089367594,0.03489989813287517,0.08356819494280683,0.7497544451082294,0.02694202721556091,0.10478517544813508,0.7111429739311231,0.06013946112024158,0.09268145995054108,0,0,0,0,0,0,0.7365379520947398,0.05027244656813835,0.07423064702553583,0.740566248608893,0.05060006727696514,0.1355765587074685,6.86
