apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
18,base_link,0.6772915509081282,0.05982346628517243,0.14458256193428015,0.677757983221547,0.08537273046081245,0.16925831302503494,0.7158630974005417,0.04791579448053215,0.14623537704187817,0,0,0,0,0,0,0.6795245239101831,0.09233392416814411,0.13261502865382208,0.724915794946581,0.06890080257785114,0.17904810010226568,7.37
