apple #,frame_id,app_p1_x,app_p1_y,app_p1_z,app_p2_x,app_p2_y,app_p2_z,app_p3_x,app_p3_y,app_p3_z,app_p4_x,app_p4_y,app_p4_z,app_p5_x,app_p5_y,app_p5_z,stm_p1_x,stm_p1_y,stm_p1_z,stm_p2_x,stm_p2_y,stm_p2_z,apple's diameter
4,base_link,-0.29515990144823845,0.4032153486401552,0.7574154141922145,-0.3154449373581433,0.3758030010065885,0.7404775870725657,-0.30671252739176114,0.4438137711589015,0.7145242880138991,0,0,0,0,0,0,-0.2933783946579136,0.411092442191495,0.7162573395194056,-0.3417465955904513,0.41122034319841955,0.7569926244591991,8
